signer34_sample110_color 39 48
signer34_sample111_color 60 149
signer34_sample112_color 68 111
signer34_sample113_color 36 217
signer34_sample114_color 55 161
signer34_sample115_color 52 11
signer34_sample116_color 63 50
signer34_sample117_color 57 90
signer34_sample118_color 53 147
signer34_sample119_color 60 106
signer34_sample120_color 47 81
signer34_sample121_color 66 72
signer34_sample122_color 63 15
signer34_sample123_color 60 102
signer34_sample124_color 39 26
signer34_sample125_color 63 36
signer34_sample126_color 52 1
signer34_sample127_color 64 121
signer34_sample128_color 37 107
signer34_sample129_color 47 186
signer34_sample130_color 65 33
signer34_sample131_color 72 75
signer34_sample132_color 55 217
signer34_sample133_color 60 178
signer34_sample134_color 52 205
signer34_sample135_color 52 225
signer34_sample136_color 61 71
signer34_sample137_color 56 166
signer34_sample138_color 62 59
signer34_sample139_color 48 35
signer34_sample140_color 57 200
signer34_sample141_color 54 105
signer34_sample142_color 58 188
signer34_sample143_color 56 165
signer34_sample144_color 44 99
signer34_sample145_color 59 66
signer34_sample146_color 56 78
signer34_sample147_color 48 80
signer34_sample148_color 41 155
signer34_sample149_color 61 116
signer34_sample150_color 65 157
signer34_sample151_color 65 106
signer34_sample152_color 37 147
signer34_sample153_color 46 79
signer34_sample154_color 40 80
signer34_sample155_color 72 21
signer34_sample156_color 57 181
signer34_sample157_color 59 28
signer34_sample158_color 44 177
signer34_sample159_color 59 164
signer34_sample160_color 52 203
signer34_sample161_color 51 163
signer34_sample162_color 68 9
signer34_sample163_color 79 25
signer34_sample164_color 56 192
signer34_sample165_color 57 162
signer34_sample166_color 53 100
signer34_sample167_color 46 101
signer34_sample168_color 71 25
signer34_sample169_color 59 129
signer34_sample170_color 64 42
signer34_sample171_color 68 187
signer34_sample172_color 55 117
signer34_sample173_color 51 175
signer34_sample174_color 66 33
signer34_sample175_color 55 36
signer34_sample176_color 55 161
signer34_sample177_color 60 97
signer34_sample178_color 62 169
signer34_sample179_color 58 87
signer34_sample180_color 60 28
signer34_sample181_color 48 211
signer34_sample182_color 35 44
signer34_sample183_color 58 158
signer34_sample184_color 68 180
signer34_sample185_color 22 126
signer34_sample186_color 60 58
signer34_sample187_color 22 127
signer34_sample188_color 54 135
signer34_sample189_color 69 90
signer34_sample190_color 45 177
signer34_sample191_color 39 224
signer34_sample192_color 66 20
signer34_sample193_color 42 206
signer34_sample194_color 37 112
signer34_sample195_color 66 7
signer34_sample196_color 44 139
signer34_sample197_color 52 150
signer34_sample198_color 58 34
signer34_sample199_color 49 145
signer34_sample200_color 50 214
signer34_sample201_color 37 131
signer34_sample202_color 64 29
signer34_sample203_color 70 74
signer34_sample204_color 78 201
signer34_sample205_color 69 20
signer34_sample206_color 75 25
signer34_sample207_color 60 191
signer34_sample208_color 86 198
signer34_sample209_color 57 185
signer34_sample210_color 40 136
signer34_sample211_color 61 76
signer34_sample212_color 53 103
signer34_sample213_color 57 132
signer34_sample214_color 62 222
signer34_sample215_color 39 166
signer34_sample216_color 59 211
signer34_sample217_color 62 224
signer34_sample218_color 46 91
signer34_sample219_color 58 200
signer34_sample220_color 61 130
signer34_sample221_color 50 160
signer34_sample222_color 47 126
signer34_sample223_color 53 179
signer34_sample224_color 61 202
signer34_sample225_color 41 204
signer34_sample226_color 64 13
signer34_sample227_color 43 89
signer34_sample228_color 64 62
signer34_sample229_color 44 127
signer34_sample230_color 48 30
signer34_sample231_color 75 214
signer34_sample232_color 59 134
signer34_sample233_color 59 224
signer34_sample234_color 54 177
signer34_sample235_color 41 115
signer34_sample236_color 59 165
signer34_sample237_color 61 195
signer34_sample238_color 55 225
signer34_sample239_color 56 162
signer34_sample240_color 73 75
signer34_sample241_color 81 31
signer34_sample242_color 43 32
signer34_sample243_color 57 171
signer34_sample244_color 62 0
signer34_sample245_color 57 35
signer34_sample246_color 53 206
signer34_sample247_color 63 63
signer34_sample248_color 41 157
signer34_sample249_color 46 138
signer34_sample250_color 58 48
signer34_sample251_color 42 45
signer34_sample252_color 68 218
signer34_sample253_color 67 89
signer34_sample254_color 53 113
signer34_sample255_color 43 86
signer34_sample256_color 73 59
signer34_sample257_color 65 84
signer34_sample258_color 43 100
signer34_sample259_color 67 42
signer34_sample260_color 53 168
signer34_sample261_color 58 220
signer34_sample262_color 59 8
signer34_sample263_color 37 93
signer34_sample264_color 58 154
signer34_sample265_color 55 134
signer34_sample266_color 37 143
signer34_sample267_color 67 176
signer34_sample268_color 55 189
signer34_sample269_color 67 198
signer34_sample270_color 48 103
signer34_sample271_color 46 140
signer34_sample272_color 64 170
signer34_sample273_color 61 153
signer34_sample274_color 62 195
signer34_sample275_color 55 112
signer34_sample276_color 59 199
signer34_sample277_color 58 24
signer34_sample278_color 39 207
signer34_sample279_color 62 76
signer34_sample280_color 48 43
signer34_sample281_color 39 168
signer34_sample282_color 47 19
signer34_sample283_color 64 222
signer34_sample284_color 47 138
signer34_sample285_color 44 101
signer34_sample286_color 75 207
signer34_sample287_color 64 0
signer34_sample288_color 37 97
signer34_sample289_color 60 36
signer34_sample290_color 66 151
signer34_sample291_color 60 2
signer34_sample292_color 62 17
signer34_sample293_color 65 163
signer34_sample294_color 63 3
signer34_sample295_color 63 187
signer34_sample296_color 44 30
signer34_sample297_color 65 176
signer34_sample298_color 47 149
signer34_sample299_color 35 40
signer34_sample300_color 58 49
signer34_sample301_color 51 129
signer34_sample302_color 50 92
signer34_sample303_color 44 98
signer34_sample304_color 67 51
signer34_sample305_color 37 78
signer34_sample306_color 35 47
signer34_sample307_color 60 110
signer34_sample308_color 54 14
signer34_sample309_color 40 33
signer34_sample310_color 66 16
signer34_sample311_color 63 98
signer34_sample312_color 64 121
signer34_sample313_color 70 208
signer34_sample314_color 56 105
signer34_sample315_color 59 139
signer34_sample316_color 42 85
signer34_sample317_color 61 112
signer34_sample318_color 49 175
signer34_sample319_color 63 3
signer34_sample320_color 63 7
signer34_sample321_color 37 27
signer34_sample322_color 65 35
signer34_sample323_color 52 18
signer34_sample324_color 75 68
signer34_sample325_color 70 61
signer34_sample326_color 38 188
signer34_sample327_color 56 193
signer34_sample328_color 68 115
signer34_sample329_color 67 163
signer34_sample330_color 73 149
signer34_sample331_color 56 190
signer34_sample332_color 65 107
signer34_sample333_color 57 193
signer34_sample334_color 51 40
signer34_sample335_color 61 102
signer34_sample336_color 50 204
signer34_sample337_color 59 197
signer34_sample338_color 43 18
signer34_sample339_color 57 6
signer34_sample340_color 57 210
signer34_sample341_color 50 186
signer34_sample342_color 64 107
signer34_sample343_color 62 141
signer34_sample344_color 60 38
signer34_sample345_color 57 78
signer34_sample346_color 43 180
signer34_sample347_color 72 214
signer34_sample348_color 69 56
signer34_sample349_color 57 88
signer34_sample350_color 50 142
signer34_sample351_color 52 73
signer34_sample352_color 59 34
signer34_sample353_color 46 6
signer34_sample354_color 37 124
signer34_sample355_color 61 192
signer34_sample356_color 54 137
signer34_sample357_color 58 44
signer34_sample358_color 59 223
signer34_sample359_color 47 148
signer34_sample360_color 59 193
signer34_sample361_color 57 64
signer34_sample362_color 50 96
signer34_sample363_color 78 201
signer34_sample364_color 63 120
signer34_sample365_color 59 145
signer34_sample366_color 72 167
signer34_sample367_color 50 209
signer34_sample368_color 56 152
signer34_sample369_color 37 142
signer34_sample370_color 48 40
signer34_sample371_color 50 27
signer34_sample372_color 61 192
signer34_sample373_color 56 173
signer34_sample374_color 63 97
signer34_sample375_color 67 83
signer34_sample376_color 64 102
signer34_sample377_color 60 132
signer34_sample378_color 50 153
signer34_sample379_color 54 165
signer34_sample380_color 57 24
signer34_sample381_color 54 146
signer34_sample382_color 53 140
signer34_sample383_color 62 17
signer34_sample384_color 57 53
signer34_sample385_color 67 134
signer34_sample386_color 64 198
signer34_sample387_color 70 4
signer34_sample388_color 72 68
signer34_sample389_color 56 55
signer34_sample390_color 64 121
signer34_sample391_color 42 138
signer34_sample392_color 60 22
signer34_sample393_color 77 215
signer34_sample394_color 56 94
signer34_sample395_color 52 64
signer34_sample396_color 66 120
signer34_sample397_color 60 54
signer34_sample398_color 53 186
signer34_sample399_color 63 129
signer34_sample400_color 63 187
signer34_sample401_color 61 197
signer34_sample402_color 58 2
signer34_sample403_color 44 91
signer34_sample404_color 69 82
signer34_sample405_color 58 1
signer34_sample406_color 55 206
signer34_sample407_color 61 60
signer34_sample408_color 56 118
signer34_sample409_color 50 46
signer34_sample410_color 63 139
signer34_sample411_color 50 80
signer34_sample412_color 56 1
signer34_sample413_color 59 95
signer34_sample414_color 77 159
signer34_sample415_color 72 218
signer34_sample416_color 59 28
signer34_sample417_color 61 191
signer34_sample418_color 44 150
signer34_sample419_color 37 158
signer34_sample420_color 56 195
signer34_sample421_color 63 170
signer34_sample422_color 55 125
signer34_sample423_color 60 56
signer34_sample424_color 43 8
signer34_sample425_color 55 190
signer34_sample426_color 67 51
signer34_sample427_color 59 87
signer34_sample428_color 62 169
signer34_sample429_color 77 10
signer34_sample430_color 57 128
signer34_sample431_color 62 72
signer34_sample432_color 61 152
signer34_sample433_color 59 11
signer34_sample434_color 56 174
signer34_sample435_color 49 70
signer34_sample436_color 65 156
signer34_sample437_color 51 57
signer34_sample438_color 65 41
signer34_sample439_color 58 55
signer34_sample440_color 51 18
signer34_sample441_color 64 34
signer34_sample442_color 62 82
signer34_sample443_color 39 196
signer34_sample444_color 48 86
signer34_sample445_color 69 21
signer34_sample446_color 58 66
signer34_sample447_color 58 196
signer34_sample448_color 64 59
signer34_sample449_color 56 137
signer34_sample450_color 46 155
signer34_sample451_color 54 87
signer34_sample452_color 35 30
signer34_sample453_color 42 79
signer34_sample454_color 64 118
signer34_sample455_color 56 215
signer34_sample456_color 62 130
signer34_sample457_color 54 47
signer34_sample458_color 52 203
signer34_sample459_color 52 14
signer34_sample460_color 46 104
signer34_sample461_color 73 215
signer34_sample462_color 68 151
signer34_sample463_color 54 64
signer34_sample464_color 47 183
signer34_sample465_color 64 31
signer34_sample466_color 53 179
signer34_sample467_color 50 27
signer34_sample468_color 46 153
signer34_sample469_color 37 136
signer34_sample470_color 61 181
signer34_sample471_color 57 95
signer34_sample472_color 59 125
signer34_sample473_color 66 106
signer34_sample474_color 69 31
signer34_sample475_color 58 154
signer34_sample476_color 67 22
signer34_sample477_color 48 140
signer34_sample478_color 63 174
signer34_sample479_color 50 108
signer34_sample480_color 60 185
signer34_sample481_color 65 173
signer34_sample482_color 51 104
signer34_sample483_color 71 4
signer34_sample484_color 59 77
signer34_sample485_color 63 15
signer34_sample486_color 58 174
signer34_sample487_color 57 147
signer34_sample488_color 55 117
signer34_sample489_color 77 219
signer34_sample490_color 65 90
signer34_sample491_color 64 133
signer34_sample492_color 55 217
signer34_sample493_color 65 38
signer34_sample494_color 65 151
signer34_sample495_color 65 115
signer34_sample496_color 56 94
signer34_sample497_color 59 79
signer34_sample498_color 62 114
signer34_sample499_color 47 101
signer34_sample500_color 67 119
signer34_sample501_color 63 110
signer34_sample502_color 53 155
signer34_sample503_color 54 70
signer34_sample504_color 46 81
signer34_sample505_color 63 141
signer34_sample506_color 55 196
signer34_sample507_color 47 175
signer34_sample508_color 63 16
signer34_sample509_color 55 5
signer34_sample510_color 50 158
signer34_sample511_color 40 38
signer34_sample512_color 60 26
signer34_sample513_color 44 91
signer34_sample514_color 80 10
signer34_sample515_color 77 83
signer34_sample516_color 63 63
signer34_sample517_color 57 116
signer34_sample518_color 70 119
signer34_sample519_color 59 158
signer34_sample520_color 46 43
signer34_sample521_color 57 156
signer34_sample522_color 64 57
signer34_sample523_color 55 35
signer34_sample524_color 81 159
signer34_sample525_color 64 58
signer34_sample526_color 38 41
signer34_sample527_color 60 152
signer34_sample528_color 72 9
signer34_sample529_color 59 145
signer34_sample530_color 56 164
signer34_sample531_color 60 191
signer34_sample532_color 55 24
signer34_sample533_color 43 155
signer34_sample534_color 63 182
signer34_sample535_color 58 171
signer34_sample536_color 50 103
signer34_sample537_color 60 60
signer34_sample538_color 82 118
signer34_sample539_color 47 104
signer34_sample540_color 53 19
signer34_sample541_color 56 71
signer34_sample542_color 58 53
signer34_sample543_color 57 220
signer34_sample544_color 79 83
signer34_sample545_color 44 158
signer34_sample546_color 58 158
signer34_sample547_color 63 90
signer34_sample548_color 62 184
signer34_sample549_color 61 98
signer34_sample550_color 43 153
signer34_sample551_color 59 197
signer34_sample552_color 41 154
signer34_sample553_color 67 72
signer34_sample554_color 52 166
signer34_sample555_color 42 141
signer34_sample556_color 48 19
signer34_sample557_color 55 117
signer34_sample558_color 47 13
signer34_sample559_color 60 84
signer34_sample560_color 41 146
signer34_sample561_color 39 178
signer34_sample562_color 69 50
signer34_sample563_color 65 77
signer34_sample564_color 42 172
signer34_sample565_color 37 135
signer34_sample566_color 55 203
signer34_sample567_color 58 66
signer34_sample568_color 41 190
signer34_sample569_color 40 136
signer34_sample570_color 57 88
signer34_sample571_color 37 108
signer34_sample572_color 79 201
signer34_sample573_color 46 127
signer34_sample574_color 53 123
signer34_sample575_color 38 182
signer34_sample576_color 57 69
signer34_sample577_color 54 84
signer34_sample578_color 60 37
signer34_sample579_color 58 132
signer34_sample580_color 55 93
signer34_sample581_color 60 160
signer34_sample582_color 67 208
signer34_sample583_color 68 21
signer34_sample584_color 65 0
signer34_sample585_color 53 171
signer34_sample586_color 52 93
signer34_sample587_color 68 75
signer34_sample588_color 58 42
signer34_sample589_color 47 43
signer34_sample590_color 54 108
signer34_sample591_color 63 173
signer34_sample592_color 47 73
signer34_sample593_color 66 29
signer34_sample594_color 50 225
signer34_sample595_color 52 222
signer34_sample596_color 66 20
signer34_sample597_color 76 167
signer34_sample598_color 37 128
signer34_sample599_color 60 54
signer34_sample600_color 59 199
signer34_sample601_color 59 2
signer34_sample602_color 67 156
signer34_sample603_color 56 223
signer34_sample604_color 68 67
signer34_sample605_color 62 49
signer34_sample606_color 57 177
signer34_sample607_color 47 45
signer34_sample608_color 43 79
signer34_sample609_color 60 183
signer34_sample610_color 54 188
signer34_sample611_color 62 183
signer34_sample612_color 52 46
signer34_sample613_color 65 29
signer34_sample614_color 54 212
signer34_sample615_color 59 219
signer34_sample616_color 67 23
signer34_sample617_color 47 194
signer34_sample618_color 66 5
signer34_sample619_color 47 131
signer34_sample620_color 51 216
signer34_sample621_color 52 205
signer34_sample622_color 66 172
signer34_sample623_color 53 105
signer34_sample624_color 59 157
signer34_sample625_color 60 85
signer34_sample626_color 45 81
signer34_sample627_color 71 111
signer34_sample628_color 52 113
signer34_sample629_color 59 189
signer34_sample630_color 68 7
signer34_sample631_color 72 207
signer34_sample632_color 54 63
signer34_sample633_color 61 133
signer34_sample634_color 51 125
signer34_sample635_color 65 62
signer34_sample636_color 60 172
signer34_sample637_color 53 221
signer34_sample638_color 51 70
signer34_sample639_color 70 180
signer34_sample640_color 37 137
signer34_sample641_color 56 150
signer34_sample642_color 59 71
signer34_sample643_color 58 124
signer34_sample644_color 63 123
signer34_sample645_color 51 45
signer34_sample646_color 66 130
signer34_sample647_color 59 131
signer34_sample648_color 60 199
signer34_sample649_color 72 10
signer34_sample650_color 50 96
signer34_sample651_color 49 148
signer34_sample652_color 47 194
signer34_sample653_color 42 99
signer34_sample654_color 76 50
signer34_sample655_color 47 39
signer34_sample656_color 63 89
signer34_sample657_color 64 82
signer6_sample1_color 54 115
signer6_sample2_color 63 161
signer6_sample3_color 60 77
signer6_sample4_color 53 212
signer6_sample5_color 78 12
signer6_sample6_color 68 170
signer6_sample7_color 50 94
signer6_sample8_color 75 5
signer6_sample9_color 63 214
signer6_sample10_color 72 41
signer6_sample11_color 56 2
signer6_sample12_color 55 100
signer6_sample13_color 64 11
signer6_sample14_color 48 115
signer6_sample15_color 56 7
signer6_sample16_color 49 46
signer6_sample17_color 55 173
signer6_sample18_color 54 23
signer6_sample19_color 62 38
signer6_sample20_color 61 22
signer6_sample21_color 65 156
signer6_sample22_color 56 106
signer6_sample23_color 60 49
signer6_sample24_color 64 214
signer6_sample25_color 64 115
signer6_sample26_color 66 201
signer6_sample27_color 69 210
signer6_sample28_color 47 96
signer6_sample29_color 58 135
signer6_sample30_color 70 25
signer6_sample31_color 68 2
signer6_sample32_color 85 196
signer6_sample33_color 63 71
signer6_sample34_color 81 163
signer6_sample35_color 64 4
signer6_sample36_color 53 126
signer6_sample37_color 48 126
signer6_sample38_color 65 138
signer6_sample39_color 47 204
signer6_sample40_color 45 144
signer6_sample41_color 46 209
signer6_sample42_color 74 5
signer6_sample43_color 64 195
signer6_sample44_color 53 215
signer6_sample45_color 53 90
signer6_sample46_color 52 145
signer6_sample47_color 54 143
signer6_sample48_color 55 215
signer6_sample49_color 69 3
signer6_sample50_color 63 90
signer6_sample51_color 61 135
signer6_sample52_color 63 120
signer6_sample53_color 47 211
signer6_sample54_color 52 152
signer6_sample55_color 53 85
signer6_sample56_color 49 162
signer6_sample57_color 57 223
signer6_sample58_color 47 122
signer6_sample59_color 61 111
signer6_sample60_color 91 167
signer6_sample61_color 55 88
signer6_sample62_color 49 47
signer6_sample63_color 65 34
signer6_sample64_color 51 112
signer6_sample65_color 51 17
signer6_sample66_color 50 157
signer6_sample67_color 50 30
signer6_sample68_color 56 81
signer6_sample69_color 63 31
signer6_sample70_color 65 91
signer6_sample71_color 53 224
signer6_sample72_color 59 178
signer6_sample73_color 54 207
signer6_sample74_color 63 86
signer6_sample75_color 55 166
signer6_sample76_color 62 174
signer6_sample77_color 60 140
signer6_sample78_color 76 102
signer6_sample79_color 82 201
signer6_sample80_color 48 222
signer6_sample81_color 54 79
signer6_sample82_color 46 162
signer6_sample83_color 60 32
signer6_sample84_color 65 43
signer6_sample85_color 52 106
signer6_sample86_color 49 66
signer6_sample87_color 58 166
signer6_sample88_color 44 177
signer6_sample89_color 50 177
signer6_sample90_color 54 55
signer6_sample91_color 47 91
signer6_sample92_color 46 28
signer6_sample93_color 71 3
signer6_sample94_color 57 154
signer6_sample95_color 49 157
signer6_sample96_color 50 30
signer6_sample97_color 73 176
signer6_sample98_color 53 75
signer6_sample99_color 46 166
signer6_sample100_color 79 130
signer6_sample101_color 51 135
signer6_sample102_color 55 161
signer6_sample103_color 50 70
signer6_sample104_color 77 164
signer6_sample105_color 58 70
signer6_sample106_color 62 180
signer6_sample107_color 48 172
signer6_sample108_color 49 1
signer6_sample109_color 57 24
signer6_sample110_color 60 58
signer6_sample111_color 64 60
signer6_sample112_color 52 23
signer6_sample113_color 50 147
signer6_sample114_color 48 205
signer6_sample115_color 59 131
signer6_sample116_color 59 151
signer6_sample117_color 60 52
signer6_sample118_color 52 129
signer6_sample119_color 51 19
signer6_sample120_color 76 167
signer6_sample121_color 52 94
signer6_sample122_color 73 84
signer6_sample123_color 46 65
signer6_sample124_color 82 21
signer6_sample125_color 46 65
signer6_sample126_color 47 206
signer6_sample127_color 52 158
signer6_sample128_color 51 13
signer6_sample129_color 45 64
signer6_sample130_color 46 153
signer6_sample131_color 57 61
signer6_sample132_color 52 69
signer6_sample133_color 56 183
signer6_sample134_color 54 99
signer6_sample135_color 60 56
signer6_sample136_color 59 81
signer6_sample137_color 43 166
signer6_sample138_color 50 206
signer6_sample139_color 57 5
signer6_sample140_color 44 144
signer6_sample141_color 71 26
signer6_sample142_color 44 80
signer6_sample143_color 49 38
signer6_sample144_color 57 219
signer6_sample145_color 54 81
signer6_sample146_color 58 160
signer6_sample147_color 47 190
signer6_sample148_color 43 222
signer6_sample149_color 53 206
signer6_sample150_color 56 114
signer6_sample151_color 46 101
signer6_sample152_color 59 40
signer6_sample153_color 69 25
signer6_sample154_color 63 119
signer6_sample155_color 58 105
signer6_sample156_color 87 74
signer6_sample157_color 49 146
signer6_sample158_color 61 36
signer6_sample159_color 49 53
signer6_sample160_color 48 37
signer6_sample161_color 50 154
signer6_sample162_color 44 1
signer6_sample163_color 59 29
signer6_sample164_color 61 164
signer6_sample165_color 54 150
signer6_sample166_color 61 10
signer6_sample167_color 57 128
signer6_sample168_color 43 144
signer6_sample169_color 48 177
signer6_sample170_color 51 73
signer6_sample171_color 44 116
signer6_sample172_color 72 177
signer6_sample173_color 51 44
signer6_sample174_color 48 28
signer6_sample175_color 48 73
signer6_sample176_color 53 110
signer6_sample177_color 61 7
signer6_sample178_color 49 122
signer6_sample179_color 55 200
signer6_sample180_color 55 20
signer6_sample181_color 53 213
signer6_sample182_color 71 159
signer6_sample183_color 69 76
signer6_sample184_color 56 124
signer6_sample185_color 61 50
signer6_sample186_color 45 157
signer6_sample187_color 56 132
signer6_sample188_color 46 138
signer6_sample189_color 53 19
signer6_sample190_color 56 196
signer6_sample191_color 44 28
signer6_sample192_color 67 60
signer6_sample193_color 65 107
signer6_sample194_color 72 218
signer6_sample195_color 53 158
signer6_sample196_color 55 140
signer6_sample197_color 50 54
signer6_sample198_color 55 113
signer6_sample199_color 57 24
signer6_sample200_color 48 30
signer6_sample201_color 53 115
signer6_sample202_color 97 68
signer6_sample203_color 59 166
signer6_sample204_color 53 202
signer6_sample205_color 56 148
signer6_sample206_color 59 12
signer6_sample207_color 51 106
signer6_sample208_color 47 146
signer6_sample209_color 52 219
signer6_sample210_color 56 62
signer6_sample211_color 55 181
signer6_sample212_color 62 218
signer6_sample213_color 52 122
signer6_sample214_color 55 53
signer6_sample215_color 73 41
signer6_sample216_color 52 40
signer6_sample217_color 77 102
signer6_sample218_color 55 54
signer6_sample219_color 46 81
signer6_sample220_color 63 163
signer6_sample221_color 54 175
signer6_sample222_color 59 110
signer6_sample223_color 63 87
signer6_sample224_color 60 143
signer6_sample225_color 49 169
signer6_sample226_color 50 172
signer6_sample227_color 52 145
signer6_sample228_color 64 115
signer6_sample229_color 49 142
signer6_sample230_color 74 48
signer6_sample231_color 48 83
signer6_sample232_color 55 177
signer6_sample233_color 47 63
signer6_sample234_color 57 14
signer6_sample235_color 66 50
signer6_sample236_color 51 15
signer6_sample237_color 57 67
signer6_sample238_color 71 4
signer6_sample239_color 96 218
signer6_sample240_color 55 219
signer6_sample241_color 51 206
signer6_sample242_color 47 141
signer6_sample243_color 63 187
signer6_sample244_color 45 116
signer6_sample245_color 45 166
signer6_sample246_color 63 6
signer6_sample247_color 43 91
signer6_sample248_color 67 33
signer6_sample249_color 61 169
signer6_sample250_color 57 87
signer6_sample251_color 64 222
signer6_sample252_color 70 118
signer6_sample253_color 59 139
signer6_sample254_color 56 165
signer6_sample255_color 61 120
signer6_sample256_color 70 21
signer6_sample257_color 46 153
signer6_sample258_color 59 35
signer6_sample259_color 79 62
signer6_sample260_color 44 80
signer6_sample261_color 53 222
signer6_sample262_color 53 160
signer6_sample263_color 60 181
signer6_sample264_color 41 173
signer6_sample265_color 54 11
signer6_sample266_color 51 113
signer6_sample267_color 49 79
signer6_sample268_color 47 197
signer6_sample269_color 49 211
signer6_sample270_color 43 188
signer6_sample271_color 56 178
signer6_sample272_color 51 166
signer6_sample273_color 53 155
signer6_sample274_color 82 21
signer6_sample275_color 46 136
signer6_sample276_color 66 0
signer6_sample277_color 55 66
signer6_sample278_color 47 70
signer6_sample279_color 48 211
signer6_sample280_color 60 184
signer6_sample281_color 55 108
signer6_sample282_color 49 183
signer6_sample283_color 80 130
signer6_sample284_color 54 185
signer6_sample285_color 68 223
signer6_sample286_color 53 121
signer6_sample287_color 63 109
signer6_sample288_color 68 48
signer6_sample289_color 60 48
signer6_sample290_color 49 191
signer6_sample291_color 58 6
signer6_sample292_color 68 119
signer6_sample293_color 43 138
signer6_sample294_color 65 182
signer6_sample295_color 59 9
signer6_sample296_color 45 143
signer6_sample297_color 50 86
signer6_sample298_color 44 121
signer6_sample299_color 55 104
signer6_sample300_color 55 104
signer6_sample301_color 65 169
signer6_sample302_color 54 166
signer6_sample303_color 51 132
signer6_sample304_color 69 60
signer6_sample305_color 65 74
signer6_sample306_color 54 90
signer6_sample307_color 49 197
signer6_sample308_color 43 108
signer6_sample309_color 55 32
signer6_sample310_color 57 198
signer6_sample311_color 50 92
signer6_sample312_color 63 130
signer6_sample313_color 51 26
signer6_sample314_color 43 193
signer6_sample315_color 60 26
signer6_sample316_color 64 56
signer6_sample317_color 76 164
signer6_sample318_color 72 148
signer6_sample319_color 54 213
signer6_sample320_color 58 120
signer6_sample321_color 66 75
signer6_sample322_color 55 46
signer6_sample323_color 59 131
signer6_sample324_color 53 78
signer6_sample325_color 54 191
signer6_sample326_color 57 95
signer6_sample327_color 73 124
signer6_sample328_color 53 117
signer6_sample329_color 50 149
signer6_sample330_color 61 101
signer6_sample331_color 55 184
signer6_sample332_color 57 195
signer6_sample333_color 51 113
signer6_sample334_color 48 105
signer6_sample335_color 47 213
signer6_sample336_color 49 186
signer6_sample337_color 55 13
signer6_sample338_color 57 220
signer6_sample339_color 48 147
signer6_sample340_color 54 200
signer6_sample341_color 69 82
signer6_sample342_color 60 195
signer6_sample343_color 64 32
